"","country","control_condition","intervention_condition","contrast","pa_effect_size","na_effect_size","optimism_effect_size","ls_effect_size","ladder_effect_size","envy_effect_size","indebted_effect_size","pa_var","na_var","optimism_var","ls_var","ladder_var","envy_var","indebted_var"
"44","Nigeria","measure","text","measure vs text",0.181365819611938,-0.0133490071432451,0.116906174204279,-0.123008707632481,-0.0946087091184536,0.00640586951553435,0.100843599541341,0.0249708595062664,0.0248692589952981,0.0249111498573334,0.0249156967162972,0.0248965031314762,0.0248688330299955,0.0249002876772135
"45","Nigeria","measure","god.letter","measure vs god.letter",0.238515446216232,0.093638020499774,-0.00573585560873964,0.257015779557323,-0.024354881921147,0.104250989044148,-0.0274342374278948,0.0250453814241553,0.0248959356502404,0.0248688077656331,0.0250738518988688,0.0248705477042474,0.024902457978916,0.024871042974775
"46","Nigeria","measure","list","measure vs list",-0.0355860031835434,0.0550927402174444,0.0349740938443181,0.00735810140023538,-0.192892215051382,-0.128929531001878,-0.055981099657048,0.0236938026367941,0.023699005126212,0.0236936756474342,0.0236902372780695,0.0237995115868083,0.0237389686966228,0.0236992953423712
"47","Nigeria","measure","sub","measure vs sub",0.272112124005388,-0.0514089134445717,0.122516152374694,0.165624324005621,-0.109974392316917,0.0181716536217952,-0.0269104790928355,0.0244071763167718,0.0241921096551779,0.0242293606528019,0.0242667739332526,0.0242205780003103,0.0241851437895569,0.0241863304307908
"48","Nigeria","measure","letter","measure vs letter",0.078038659384986,-0.10992331550569,-0.107107531270782,0.134585938407198,-0.104824204037225,-0.148240062200605,0.0754969958021207,0.024887618735568,0.0249062308564784,0.02490433299301,0.02492495830842,0.0249028301684668,0.0249369512935886,0.0248864068225759
"49","Nigeria","events","hk.list","events vs hk.list",0.285704415578286,-0.240358205734963,0.0299692101931126,-0.00333157737223587,0.0705944639001256,-0.182462093680006,0.168930535010322,0.0242189615149553,0.0241479646518101,0.0239786970520942,0.0239760570099757,0.023990856054397,0.0240751085463516,0.024060957088104
"50","Nigeria","events","text","events vs text",0.357053947886991,-0.0887844788961252,0.313070666244211,-0.293491924897063,0.141846627064884,-0.134612381487218,0.199820449622836,0.0254336042634151,0.0250598391446375,0.0253414971395429,0.0253043854767841,0.0250980822131276,0.0250918322995025,0.0251599814208707
"51","Nigeria","events","god.letter","events vs god.letter",0.406783226119314,0.0235377061690301,0.194342274778131,0.107858739912387,0.198519620819503,-0.0167355101365631,0.0648407108416665,0.0255523076113849,0.0250369370818839,0.0251532336323659,0.0250715604698957,0.0251583621326296,0.0250360809996584,0.0250483442511675
"52","Nigeria","events","list","events vs list",0.115323504183538,-0.0185926052489238,0.211991698487349,-0.156737663656036,0.0288624804698617,-0.258666762974494,0.038539188174391,0.0238959258689521,0.0238576009410018,0.0239895382050775,0.0239292607346065,0.0238590428280104,0.0240545323294567,0.0238609724914609
"53","Nigeria","events","sub","events vs sub",0.447845336371239,-0.124396648312524,0.316544976221348,0.0153307175619721,0.116478994197715,-0.111648926865381,0.0660829785386421,0.0249584234273447,0.0243975418540172,0.0246542879020765,0.0243513615655008,0.02439176255092,0.0243884235411651,0.0243638825629298
"54","Nigeria","events","letter","events vs letter",0.228223175909899,-0.184427539579233,0.0877073477913406,-0.0193225971779201,0.111752859203572,-0.270293216870489,0.171171578861968,0.0251979739394173,0.0251414979998325,0.0250592450670242,0.0250363725167276,0.0250742329504104,0.0252635133302417,0.0251267673500039
"55","Canada","measure","god.letter","measure vs god.letter",0.482068565738815,-0.449353190856686,0.502711093441633,0.0280713664491774,0.282221810654425,-0.0544164471068226,0.286273298741221,0.0749915782923227,0.0747195085428549,0.0751730813404995,0.072923702395366,0.073627819795319,0.0729431055034143,0.0736483845378468
"56","Canada","measure","list","measure vs list",-0.00337810488886335,0.387225020345203,0.0385619224790093,-0.223392620413751,0.251449769076764,0.211114848277187,0.385328489807715,0.0761495329438907,0.0775639839324633,0.0761634537955193,0.0766202202199537,0.0767459062908352,0.0765698920719139,0.0775501615614836
"57","Canada","measure","letter","measure vs letter",1.23255311968412,-0.34770703284979,0.618326727632736,0.067959354731945,0.0727979338340513,-0.198371414717043,0.464233512118714,0.0991581999254485,0.0845927102155542,0.0873159160635938,0.0833814424364123,0.0833885368663595,0.0837432418560088,0.0855782578518133
"58","Canada","measure","text","measure vs text",0.683816713877559,-0.287899594977792,0.461832174348532,-0.0629351834906432,0.126737055983324,-0.11883383682497,0.215732628771396,0.0805607960248875,0.0769313703513976,0.0781615852615402,0.0761867916771771,0.0763009562435763,0.0762826468040973,0.0765884872412867
"59","Canada","measure","hk.list","measure vs hk.list",0.634066584854532,0.04766876117654,0.456524722423925,0.00267363373961699,0.339806641826279,0.0617272597080967,0.119096784472156,0.0826452765863418,0.0787259812604891,0.0807469862741375,0.0787037737852466,0.0798357483490885,0.0787410591408711,0.0788427629593077
"60","Canada","measure","sub","measure vs sub",0.159107845018145,-0.102030381708968,-0.14382868421746,-0.0792561562879923,0.149805379427995,0.174551040268116,0.328203213991658,0.0776243687881285,0.077481050446257,0.0775798628656036,0.0774413517877749,0.0775967374935059,0.0776739145507474,0.0784166961278221
"61","Canada","events","god.letter","events vs god.letter",0.998130896469967,-0.909819071781963,1.03026000446926,0.484651819754028,0.509893857727471,-0.559946354707149,0.211175418760135,0.0738988675263285,0.0725177647139535,0.0744330510535503,0.0676580650665166,0.0678638385071503,0.06830275796618,0.0660982918787923
"62","Canada","events","list","events vs list",0.569872531512241,-0.0620891275984998,0.602505206275391,0.303509284160234,0.476423195551432,-0.366275941917963,0.286889265740067,0.0717651267428635,0.0689987505152236,0.0720949355481806,0.0697596369445815,0.0709222332867193,0.0701220522898956,0.0696750469896282
"63","Canada","events","letter","events vs letter",1.56659491660521,-0.757071106137733,1.11911340259236,0.530632329598455,0.315905829995542,-0.625665476683368,0.385863042374785,0.0993024406905006,0.0815565635868715,0.0879646593237888,0.0788057523554232,0.077090901640424,0.0798424185771056,0.0775540506408537
"64","Canada","events","text","events vs text",1.15059355583087,-0.738439921317507,0.968928079493137,0.419609305831747,0.38660169849411,-0.586904290673873,0.147962163622192,0.0803781511268924,0.0736663234258225,0.0770588070968126,0.0704833790477638,0.0702539730455046,0.0719349710897534,0.069154248291929
"65","Canada","events","hk.list","events vs hk.list",1.11478242016713,-0.375289252414107,0.975691184658391,0.464368950941567,0.552807317455692,-0.4300638203337,0.0503090167257372,0.0826156871248131,0.0727773137200261,0.0800195571561204,0.0734451396094997,0.0742483307490888,0.0731711786002269,0.0715423938466902
"66","Canada","events","sub","events vs sub",0.661518638108757,-0.554844283252992,0.386276941054237,0.390699069239221,0.39014615484485,-0.34887009497898,0.227034184679292,0.0740357014276531,0.0728975020425063,0.0715059028892755,0.071536042253435,0.0715322550555036,0.0712646789241915,0.070649189256142
"67","Canada","int.events","god.letter","int.events vs god.letter",0.566102641059209,-0.919225660316186,0.487264994207093,0.169847744184874,0.277528872423061,-0.408240100363671,-0.204393234764643,0.0710029031405473,0.0754478490250347,0.0702991317368645,0.0685315137845344,0.0689397681813457,0.069699409745045,0.068641075972779
"68","Canada","int.events","list","int.events vs list",0.129433204488001,0.0539950675543763,0.0551561776997804,-0.0659105215902254,0.248587322661114,-0.166859474664629,-0.168590693601131,0.0716693756079413,0.0715458266159428,0.0715469581928914,0.0715585831296579,0.0720715425951179,0.0717683856959888,0.0717735708538777
"69","Canada","int.events","letter","int.events vs letter",1.17635729340279,-0.736403266617723,0.59042084887464,0.217041841826542,0.0788422089568402,-0.511358186965433,0.00685937557501402,0.0922705319560757,0.0840202700868925,0.0821213191819963,0.0791655386164827,0.0787646458008919,0.081267303658376,0.0787041649883437
"70","Canada","int.events","text","int.events vs text",0.742038381107113,-0.716617583074739,0.451146639436985,0.0855398836555968,0.128852788684299,-0.449860782565425,-0.255102130794061,0.0764360542205487,0.0761049810181899,0.0733370571780417,0.0715851266550107,0.0716680370965813,0.0733267128335336,0.0721008411678666
"71","Canada","int.events","hk.list","int.events vs hk.list",0.69065380681687,-0.299804038326096,0.442498608676137,0.146743798271982,0.331077789463574,-0.261104068091238,-0.389846373599405,0.078490765563617,0.0749063190870059,0.0758870835062992,0.0742734605771416,0.0750890046544082,0.0747053271701277,0.0754812981019315
"72","Canada","int.events","sub","int.events vs sub",0.265443249345135,-0.503606184383524,-0.117630308565019,0.0637980707979426,0.151729576524891,-0.15864481607132,-0.252270852111364,0.0733918692842582,0.0750569517417712,0.0728771126558055,0.0727883245134822,0.0729606124276175,0.072980124366471,0.0733298735042772
