"","country","control_condition","intervention_condition","contrast","pa_effect_size","na_effect_size","optimistic_effect_size","ls_effect_size","ladder_effect_size","envy_effect_size","indebted_effect_size","gratitude_effect_size","guilty_effect_size","ss_effect_size","pa_var","na_var","optimistic_var","ls_var","ladder_var","envy_var","indebted_var","gratitude_var","guilty_var","ss_var"
"1","Poland","events","mental.sub","events vs mental.sub",0.380886698505906,-0.260121400675603,0.220989187145467,0.160150010628485,0.0850436630513204,-0.222409209117023,-0.139995287979382,0.423992056548114,-0.137703369839308,0.220926951314304,0.033416736764154,0.0330994763788701,0.0330223168614347,0.0329272832756523,0.0328518094999182,0.0330248973346513,0.0329024908770954,0.0335589276941424,0.0328998824238523,0.0330222041441471
"2","Poland","events","list","events vs list",0.431473517432138,-0.360169193725594,0.277670799155136,0.140233636963186,0.119274332811402,-0.116575822656163,-0.221062604800298,0.366721626787374,-0.193397523264409,0.244211315852773,0.0322309662519342,0.0320087318104527,0.0318015634033444,0.0315754389948108,0.0315540251898175,0.031551519504622,0.0316904122322328,0.0320274833988174,0.0316452702116175,0.03173281574227
"3","Poland","events","naikan","events vs naikan",0.395795237241531,-0.183939824995602,0.18350482973755,0.162458478023349,0.0717725616036741,-0.139816061759731,0.0128501174048331,0.396932120913645,-0.000914669973840933,0.0753245542423884,0.0365661745890472,0.0360227232146947,0.0360220159727371,0.0359897979839967,0.0358958092384989,0.0359595137983522,0.0358737465168978,0.0365701623713035,0.0358730195748794,0.0358981211317407
"4","Poland","events","letter","events vs letter",0.238409172207886,-0.271044733447078,0.150040426882478,-0.0222152295460292,-0.005253490980935,-0.257508228934848,0.0747226775630246,0.35671937633153,0.0645808255487408,-0.0609967764602881,0.0357301525777833,0.0358030750082067,0.0355795964212316,0.0354830235559891,0.035480980059251,0.0357716944838197,0.0355053479512453,0.0360389674025969,0.0354991514796943,0.0354971774608784
"5","Poland","events","divine.grat","events vs divine.grat",0.403431608951047,-0.571732396542632,0.28901380962889,0.170399242939762,0.017329164201351,-0.239308248096906,-0.325819796917782,0.227683180501592,-0.0775164819862341,0.0253106143340225,0.0378894164499732,0.0386354204052257,0.0375292888093158,0.0372815929903987,0.0371509766173873,0.0374099226977295,0.0376321504361674,0.0373852463026209,0.0371769243676036,0.0371525235595057
"6","Poland","events","text","events vs text",0.500169657962406,-0.316360144891362,0.49108521135017,0.332045465149083,0.348270778571741,-0.303951898824114,0.249875284097871,0.677156054284604,-0.406972584098024,0.599884464009128,0.036578094478456,0.0359198227877957,0.0365385988559148,0.0359644300231044,0.0360128438138101,0.0358860640839497,0.0357547083857225,0.0374920007727896,0.0362072918357419,0.0370591983530757
"7","Poland","measure","mental.sub","measure vs mental.sub",-0.0345633401378119,0.01390918999053,-0.0187146276504158,-0.0326571852086299,-0.0902108508271854,-0.150742402124349,-0.300963080659692,0.129590764294712,-0.100119385730917,0.00866377322780257,0.032827064417362,0.0328229613070535,0.0328236038141105,0.0328265392831992,0.0328555208645976,0.0329152965784962,0.0331933929068649,0.0328909953260055,0.0328632499375164,0.0328224760423008
"8","Poland","measure","list","measure vs list",0.00759867570131761,-0.0810736322303287,0.031718720322219,-0.0564290399349737,-0.0547612628569846,-0.0507999615169993,-0.376855479628947,0.0555831180705371,-0.158512722513661,0.0199865847256567,0.0314982431953482,0.0315238935653112,0.0315019768069485,0.031510552237378,0.0315098221561249,0.0315081758576227,0.0320571499380803,0.0315101791919704,0.0315969382478139,0.0314995885642324
"9","Poland","measure","naikan","measure vs naikan",-0.0184975635071078,0.0778590269698985,-0.0619023769662068,-0.0385255373958776,-0.110813819407625,-0.0731338348955264,-0.116617324097369,0.0929998087571656,0.0365610849857066,-0.155663781268036,0.0358745298546783,0.0358998390061163,0.0358899712016622,0.0358795832050143,0.0359273508401473,0.0358966820580005,0.0359331910954921,0.0359112856271259,0.0358789305320218,0.0359802336287622
"10","Poland","measure","letter","measure vs letter",-0.170667691864696,0.00689141168894232,-0.072961015096291,-0.216763891213268,-0.190633477542648,-0.184676015881214,-0.0606676207415846,0.0767171054850234,0.104400437682262,-0.271907573539797,0.0356086110324042,0.0354810673065649,0.0355042068599369,0.0356869405213845,0.035640249899569,0.035630443356068,0.0354970018181938,0.0355066726693673,0.0355286636216227,0.0358051297495177
"11","Poland","measure","divine.grat","measure vs divine.grat",-0.0195335991440279,-0.302203827890926,0.0509954362675765,-0.0415158308322708,-0.162299164036248,-0.174065781344698,-0.514628679373561,-0.0552780252785275,-0.04113267582548,-0.199918470311974,0.0371513459881309,0.0375647350431146,0.0371614322291518,0.0371574460004681,0.037269343520637,0.037287333873311,0.0383534419705775,0.0371635009816908,0.0371573020586993,0.0373312815939325
"12","Poland","measure","text","measure vs text",0.0933646519124653,-0.0538011609729194,0.258129567476293,0.130310293622211,0.179530170522543,-0.236168170983254,0.128462608346923,0.371928140675231,-0.375812448101824,0.370943167963347,0.0355190912831951,0.0354935544704551,0.0357730996839791,0.0355553360831827,0.0356222234055684,0.0357254879795058,0.0355532390179168,0.036087571913017,0.0361003107477633,0.0360843626675457
"13","Poland","int.events","mental.sub","int.events vs mental.sub",0.0370650877680799,-0.0528378528563597,0.0412339431912796,0.156716963193983,0.0385491019718516,0.0110633516950615,0.140146802223708,0.231224228476296,0.0693375583947416,-0.00816141250918395,0.0341964028814838,0.0342024627873095,0.0341977978273805,0.034295490000379,0.034196882422217,0.0341910549200285,0.0342744682893567,0.0344190132366257,0.0342110775664106,0.0341908165050859
