"","country","control_condition","intervention_condition","contrast","pa_mean","na_mean","optimistic_mean","ls_mean","ladder","envy_mean","indebted_mean","gratitude_mean","guilty","ss_mean"
"1","NA","All","All","All vs. All",0.355740512426708,-0.225736079248367,0.243240673134334,0.10900216757697,0.090662336766265,-0.15699564276772,0.143964016559179,0.503388876523756,-0.0618854307017004,0.128011480316337
