"","practice_2_estimate","practice_estimate","country_2_estimate","country_estimate","practice_2_ci_lb","practice_ci_lb","country_2_ci_lb","country_ci_lb","practice_2_ci_ub","practice_ci_ub","country_2_ci_ub","country_ci_ub","effect"
"1",0.00603791622553542,0.0777040296608575,0.0297224039732749,0.172401867661795,0.00176897802090794,0.0420592204029977,0.0173442611560159,0.131697612567639,0.0308698968920051,0.175698312148993,0.0535921256206501,0.231499731361939,pa_effect_size
"2",0.00229578657705707,0.0479143671257073,0.0371413091658342,0.192720806260856,0.000479406551052968,0.0218953545541735,0.0221654932658847,0.148880802207285,0.0130521651655942,0.114246072867273,0.0659300920798843,0.256768557420655,na_effect_size
"3",0.00121733086584866,0.0348902689277205,0.0239149803536343,0.154644690673926,0.0000842313364615487,0.00917776315131027,0.0135833019245881,0.116547423500428,0.0079677917186539,0.089262487746275,0.0439428166266821,0.209625419800849,optimistic_effect_size
"4",0.000000000000883454230403866,0.00000093992245978265,0.0108586718241668,0.104204951054001,0,0,0.00548771655859644,0.074079123635451,0.00155864524265394,0.0394796813899751,NA,NA,ls_effect_size
"5",0.00634758038089594,0.0796717037654896,0.0213768907506344,0.14620838125988,0.00189390907089006,0.043519065602217,0.012257515768291,0.110713665679947,0.0322937852240126,0.17970471675505,0.0389082710415562,0.197251796041395,envy_effect_size
"6",0.00689357508637132,0.083027556186915,0.0180254555020518,0.134258912188546,0.00209163700892152,0.0457344182090635,0.00983098706739906,0.0991513341685278,0.0348939478095145,0.186799217903916,0.0338810802851624,0.184068140331678,indebted_effect_size
