"","country","control_condition","intervention_condition","contrast","pa_effect_size","na_effect_size","optimistic_effect_size","ls_effect_size","ladder_effect_size","envy_effect_size","indebted_effect_size","gratitude_effect_size","guilty_effect_size","ss_effect_size","pa_var","na_var","optimistic_var","ls_var","ladder_var","envy_var","indebted_var","gratitude_var","guilty_var","ss_var"
"216","Ireland","measure","text","measure vs text",0.435852318020547,-0.373149442354017,0.243482972890697,0.0710694911614894,-0.00304714987969217,-0.472181833423239,0.440620812108266,1.01453751341885,-0.161281849351193,-0.0514729198482944,0.0745564049010957,0.074111433525703,0.073410060295515,0.0729343314752191,0.0728901070238896,0.0748457771878593,0.0745930668040699,0.0819188533485538,0.0731181995660628,0.0729132664656029
"217","Italy","int.events","mental.sub","int.events vs mental.sub",-0.0279719497593943,0.108195814765792,-0.0513320499384444,-0.281114769962836,-0.355350741798699,0.213158181551666,0.473619022346635,0.41429844430786,-0.0377636235592313,-0.166095843955448,0.074490003342665,0.0745911506052529,0.0745071565776423,0.075214476341905,0.0756519637104756,0.0749034661240453,0.0765597491607691,0.0760720475184296,0.0744959631694334,0.0747382014853125
"218","Italy","int.events","text","int.events vs text",0.198173487750585,-0.30237654163447,0.179360692377154,-0.108628539531665,-0.443156443271495,-0.146549312357383,0.54587270016103,0.684879163643376,0.00869495527073422,-0.0561234876265408,0.0705415419774949,0.0709990756764738,0.0704792395803263,0.0703005545069121,0.0719197428719319,0.0703854364485931,0.0728108777102481,0.0743116010787723,0.070197707512582,0.070224674561847
"219","Italy","int.events","list","int.events vs list",0.16269318578145,-0.360687962192291,0.158067886412438,0.227232000385494,0.0520286467267673,0.0646109462683218,0.293764003448981,0.267608655409946,-0.152198532921098,-0.221898311617156,0.0873900570753468,0.088469502214625,0.0873746027421716,0.087652195713883,0.087142535277227,0.0871578227178257,0.0880132676693328,0.0878603208227489,0.0873556333328845,0.0876272423670012
"220","Italy","int.events","letter","int.events vs letter",0.44635252457713,-0.309254802696581,0.163758829093754,0.141519813531126,-0.319678037081898,-0.468153080597307,0.508735246766985,0.830285674829154,0.178239533849952,0.337876879445369,0.078028959025058,0.0770516755985913,0.0764024154204333,0.076338367340393,0.0771135200740783,0.0782170413899294,0.0785910436958758,0.082652956436663,0.0764491359611964,0.0772264138313539
"221","Italy","int.events","divine.grat","int.events vs divine.grat",-0.12148772136657,-0.190248575858471,-0.185606808418782,-0.102983364916702,-0.21795533408587,0.0519124070709646,0.23657751310291,-0.16929928610769,0.0174545346161918,-0.253977483383847,0.0658537362144834,0.0660294350191829,0.0660151347463569,0.0658196895506041,0.0661221399949231,0.0657548479486233,0.0661915202576237,0.065967695081973,0.0657352558401869,0.0662614845392634
"222","Italy","int.events","naikan","int.events vs naikan",0.171583228400401,-0.341579344251566,0.160998254361769,-0.0800780135164467,-0.326914468140115,-0.0484202144572724,0.160734290488788,0.361599826345199,-0.239493419078189,0.011323357594548,0.0669861631723879,0.0677131268736464,0.0669568267860482,0.0667942605388915,0.0676314320491465,0.0667603607798861,0.0669561190713098,0.0678304434235927,0.0672187989516667,0.0667418916237121
"223","Italy","events","mental.sub","events vs mental.sub",0.429752665822894,-0.249609837544961,0.382802803884784,-0.0359335216212903,0.300001140585334,-0.243055096726315,0.235924980613192,1.15651117582552,-0.560247690465743,0.357198246951233,0.071895162663219,0.0708401429840581,0.0715662888087376,0.0703141614924795,0.0710788982715864,0.0708123042689323,0.0707828630312832,0.0818333587496624,0.0730088706019286,0.0714029491618668
"224","Italy","events","text","events vs text",0.627422160506851,-0.636737315305056,0.590914377211707,0.121975149921376,0.093247586713493,-0.628737747939177,0.330271117620097,1.36984019763277,-0.524529044390008,0.424989349626393,0.0692440255869479,0.0693405488755282,0.0688794455353119,0.0661392663222205,0.0660885874306594,0.069257571391772,0.066911406272513,0.0813981534521569,0.0682724858403381,0.0674977746017083
"225","Italy","events","list","events vs list",0.609373425907158,-0.699266500120033,0.570812062784704,0.487360294149172,0.631338043169088,-0.382705318274974,0.0609064366564807,0.93688608597842,-0.680722028151955,0.284077941831737,0.0865051474446471,0.0876362788483807,0.0860675555102115,0.0852184559457177,0.0867671835268658,0.0843429107949752,0.0829702784237275,0.0913745663475137,0.0873902100158921,0.0837105734526618
"226","Italy","events","letter","events vs letter",0.909534029214887,-0.652392622671835,0.586772870674418,0.414053895424861,0.343211287141862,-0.970022226972748,0.307182417541084,1.53655567086067,-0.298758674190536,0.867234807350689,0.0792262947793449,0.0757031718303692,0.0749898934763592,0.073473562130368,0.0730029775628687,0.0802235839944441,0.0727974253701039,0.0926802524929784,0.0727526508767504,0.0785670321546144
"227","Italy","events","divine.grat","events vs divine.grat",0.32696356487325,-0.546529585498539,0.21916530608511,0.154114299847536,0.410220069213191,-0.439877133808877,-0.0177070683003224,0.385922363517154,-0.523764996413054,0.263649614195677,0.0623753777857582,0.0638506809786088,0.0619225182368102,0.0617357319754726,0.0628474957275324,0.0630414294787835,0.0615554421512441,0.0626986923850508,0.0636632593143193,0.062087731218919
